"Age","State","Income","Education","Employment","Marital","Smokes","Political","Name","Occupation"
21,"Minnesota",42018.37,"Regular High School Diploma","Unemployed","Separated",FALSE,"Democrat","Elycia","Unemployed"
82,"Massachusetts",28781.31,"9th Grade to 12th Grade, No Diploma","Full Time","Married",FALSE,"Democrat","Nattalie","Teacher"
28,"Indiana",3150.43,"Some College, Less than 1 Year","Full Time","Married",FALSE,"Democrat","Ilya","Lawyer"
19,"Kentucky",65834.55,"Master's Degree","Full Time","Never Married",FALSE,"Democrat","Dequisha","Doctor"
70,"Oregon",17583.05,"Bachelor's Degree","Full Time","Separated",FALSE,"Republican","Ransel","Marketer"
33,"California",72406.56,"Some College, 1 or More Years, No Degree","Part Time","Widowed",FALSE,"Republican","Elyus","Data Scientist"
29,"Washington",48983.09,"Bachelor's Degree","Full Time","Widowed",FALSE,"Democrat","Justinian","Marketer"
68,"Arizona",19972.6,"Regular High School Diploma","Part Time","Never Married",FALSE,"Democrat","Marseille","Construction"
85,"Virginia",5228.09,"Bachelor's Degree","Full Time","Separated",FALSE,"Republican","Ladana","Unemployed"
54,"Connecticut",1812.99,"Some College, Less than 1 Year","Full Time","Divorced",FALSE,"Democrat","Shaqueria","Unemployed"
56,"Texas",21270.49,"Some College, Less than 1 Year","Full Time","Divorced",FALSE,"Republican","Timarion","Unemployed"
76,"Virginia",21551.57,"Associate's Degree","Full Time","Never Married",FALSE,"Republican","Shanekwa","Marketer"
19,"Idaho",15680.8,"Some College, 1 or More Years, No Degree","Retired","Separated",FALSE,"Republican","Detravion","Construction"
18,"Wisconsin",48878.96,"Nursery School to 8th Grade","Full Time","Divorced",FALSE,"Democrat","Klarke","Farmer"
53,"Virginia",38803.8,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Patrecia","Unemployed"
60,"Ohio",74786.7,"Master's Degree","Full Time","Divorced",TRUE,"Republican","Aureo","Marketer"
34,"Hawaii",25570.18,"Nursery School to 8th Grade","Full Time","Separated",FALSE,"Republican","Joyia","Unemployed"
87,"Arizona",22347.75,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",FALSE,"Democrat","Cedeno","Teacher"
25,"South Carolina",21438.85,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Happy","Data Scientist"
41,"Alabama",6757.48,"Nursery School to 8th Grade","Retired","Never Married",FALSE,"Republican","Leanndra","Data Scientist"
20,"North Carolina",82535.48,"Some College, Less than 1 Year","Student","Married",FALSE,"Republican","Olimpia","Lawyer"
69,"Florida",16613.37,"Regular High School Diploma","Retired","Never Married",FALSE,"Democrat","Yelisa","Construction"
36,"North Carolina",61242.96,"Bachelor's Degree","Student","Never Married",FALSE,"Democrat","Roshunda","Unemployed"
74,"Texas",15377.26,"Bachelor's Degree","Full Time","Separated",FALSE,"Republican","Marjon","Teacher"
87,"Kansas",11958.2,"Regular High School Diploma","Unemployed","Widowed",FALSE,"Republican","Ddnna","Farmer"
47,"North Carolina",36432.96,"Professional School Degree","Student","Widowed",FALSE,"Republican","Sondos","Lawyer"
55,"Arizona",14057.65,"Some College, 1 or More Years, No Degree","Unemployed","Divorced",FALSE,"Democrat","Leonilda","Teacher"
22,"Ohio",18471.71,"Some College, 1 or More Years, No Degree","Full Time","Never Married",TRUE,"Democrat","Md","Farmer"
39,"Wisconsin",27737.69,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Persephanie","Lawyer"
56,"Massachusetts",83913.75,"Associate's Degree","Full Time","Separated",FALSE,"Republican","Marissia","Construction"
77,"Ohio",47988.89,"9th Grade to 12th Grade, No Diploma","Full Time","Married",FALSE,"Republican","Janiene","Teacher"
66,"Texas",13710.99,"Associate's Degree","Full Time","Married",FALSE,"Democrat","Melvenia","Construction"
37,"South Carolina",28224.61,"Some College, Less than 1 Year","Student","Separated",TRUE,"Democrat","Ondria","Construction"
68,"Florida",12042.75,"No Schooling Completed","Unemployed","Separated",FALSE,"Democrat","Camerone","Doctor"
84,"Illinois",17713.38,"Associate's Degree","Full Time","Divorced",FALSE,"Republican","Tykeshia","Data Scientist"
24,"Florida",21521.8,"GED or Alternative Credential","Retired","Never Married",FALSE,"Republican","Amiliah","Lawyer"
47,"Pennsylvania",60936.84,"Regular High School Diploma","Retired","Divorced",FALSE,"Democrat","Statham","Data Scientist"
20,"California",104271.22,"Some College, 1 or More Years, No Degree","Part Time","Separated",FALSE,"Republican","Teodora","Lawyer"
28,"Illinois",11588.95,"Some College, Less than 1 Year","Full Time","Married",FALSE,"Democrat","Pegah","Farmer"
36,"Pennsylvania",26607.33,"Some College, 1 or More Years, No Degree","Retired","Divorced",TRUE,"Republican","Wessam","Construction"
40,"Tennessee",57856.13,"Associate's Degree","Full Time","Divorced",FALSE,"Republican","Tomeka","Doctor"
33,"South Carolina",9975.51,"Some College, Less than 1 Year","Full Time","Widowed",FALSE,"Democrat","Letosha","Lawyer"
42,"California",40701.81,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Republican","Daray","Marketer"
56,"Michigan",37348.81,"Regular High School Diploma","Full Time","Married",TRUE,"Democrat","Aicen","Data Scientist"
23,"Pennsylvania",45874.81,"Bachelor's Degree","Full Time","Widowed",FALSE,"Republican","Laurette","Teacher"
64,"Texas",35983.44,"Regular High School Diploma","Unemployed","Married",FALSE,"Democrat","Windham","Teacher"
20,"New York",37339.42,"Regular High School Diploma","Full Time","Never Married",FALSE,"Libertarian","Aundreya","Marketer"
71,"Ohio",38282.87,"Regular High School Diploma","Full Time","Divorced",TRUE,"Republican","Borna","Unemployed"
46,"New York",32511.16,"Nursery School to 8th Grade","Unemployed","Married",FALSE,"Republican","Siddhiksha","Lawyer"
53,"Washington",28219.07,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Ladarrell","Unemployed"
32,"North Carolina",32615.24,"Regular High School Diploma","Full Time","Married",FALSE,"Democrat","Karli","Data Scientist"
67,"California",99057.36,"GED or Alternative Credential","Full Time","Divorced",TRUE,"Republican","Kajah","Lawyer"
75,"California",26696.42,"9th Grade to 12th Grade, No Diploma","Part Time","Never Married",FALSE,"Republican","Ermadean","Farmer"
25,"Pennsylvania",14626.37,"Regular High School Diploma","Full Time","Married",FALSE,"Republican","Gracie","Unemployed"
68,"Mississippi",8513.13,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Republican","Jayleigh","Data Scientist"
23,"California",46110.12,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Malikah","Lawyer"
18,"Tennessee",13900.04,"Some College, 1 or More Years, No Degree","Retired","Married",FALSE,"Republican","Roshonna","Lawyer"
84,"Indiana",16240.17,"Bachelor's Degree","Full Time","Married",FALSE,"Republican","Tyrah","Farmer"
59,"Illinois",16694.95,"GED or Alternative Credential","Full Time","Never Married",FALSE,"Democrat","Cordon","Teacher"
45,"Iowa",58604.64,"No Schooling Completed","Retired","Married",FALSE,"Democrat","Micale","Construction"
72,"Florida",16846.34,"Some College, 1 or More Years, No Degree","Student","Divorced",TRUE,"Republican","Tailyn","Data Scientist"
25,"Kansas",31321.29,"GED or Alternative Credential","Full Time","Never Married",FALSE,"Republican","Kalaeb","Construction"
59,"Texas",30936.48,"Regular High School Diploma","Unemployed","Separated",FALSE,"Democrat","Alimatou","Data Scientist"
49,"Massachusetts",12588.68,"No Schooling Completed","Retired","Divorced",FALSE,"Republican","Lewellyn","Doctor"
23,"Florida",4308.04,"Associate's Degree","Retired","Never Married",FALSE,"Democrat","Dornisha","Teacher"
29,"Mississippi",11643.26,"Some College, 1 or More Years, No Degree","Full Time","Separated",FALSE,"Democrat","Florenzo","Marketer"
84,"Texas",30628.88,"Some College, Less than 1 Year","Full Time","Never Married",TRUE,"Democrat","Jonpatrick","Farmer"
84,"Pennsylvania",24801.23,"Regular High School Diploma","Full Time","Widowed",TRUE,"Green","Jaython","Lawyer"
37,"Ohio",34774.26,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Rahson","Farmer"
83,"Illinois",19337.23,"Associate's Degree","Full Time","Widowed",TRUE,"Democrat","Ashleey","Doctor"
72,"New Jersey",7819.8,"No Schooling Completed","Full Time","Never Married",FALSE,"Democrat","Reatta","Data Scientist"
20,"Ohio",35313.47,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Eman","Doctor"
47,"Virginia",57598.1,"Nursery School to 8th Grade","Retired","Widowed",TRUE,"Democrat","Zevion","Doctor"
67,"California",36311.65,"Associate's Degree","Full Time","Separated",FALSE,"Republican","Tatiyanah","Doctor"
31,"Tennessee",15907.29,"Bachelor's Degree","Full Time","Widowed",FALSE,"Democrat","Behati","Marketer"
52,"Florida",25333.42,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Makira","Doctor"
78,"California",2188.99,"Nursery School to 8th Grade","Retired","Married",FALSE,"Republican","Mode","Construction"
77,"Oklahoma",33680,"Regular High School Diploma","Unemployed","Separated",FALSE,"Democrat","Dajiah","Data Scientist"
42,"California",43399,"Some College, 1 or More Years, No Degree","Part Time","Separated",FALSE,"Democrat","Kymberlynn","Doctor"
25,"South Carolina",78619.63,"9th Grade to 12th Grade, No Diploma","Unemployed","Separated",FALSE,"Democrat","Mehgan","Doctor"
63,"Florida",58206.78,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Jaquelline","Construction"
83,"North Carolina",23274.66,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",FALSE,"Republican","Suniyah","Data Scientist"
43,"Arizona",29672.09,"Master's Degree","Retired","Widowed",FALSE,"Republican","Lynnsay","Unemployed"
82,"Kansas",70400.38,"Regular High School Diploma","Full Time","Married",FALSE,"Democrat","Tmothy","Teacher"
85,"Georgia",12964.98,"Associate's Degree","Part Time","Separated",FALSE,"Democrat","Hermena","Construction"
46,"California",26413.41,"GED or Alternative Credential","Full Time","Widowed",FALSE,"Democrat","Joselyne","Teacher"
19,"South Carolina",12565.44,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Timmeshia","Lawyer"
85,"Texas",33314.16,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Euriah","Data Scientist"
51,"Connecticut",21388.8,"Doctorate Degree","Full Time","Never Married",TRUE,"Republican","Christopoher","Doctor"
58,"California",30336.25,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Republican","Gambit","Lawyer"
40,"California",7272.94,"Some College, Less than 1 Year","Retired","Married",FALSE,"Republican","Kelmer","Teacher"
67,"Indiana",28915.24,"Bachelor's Degree","Full Time","Never Married",FALSE,"Democrat","Aree","Doctor"
76,"Illinois",38502.89,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Republican","Naasir","Lawyer"
42,"Massachusetts",17332.05,"Regular High School Diploma","Unemployed","Divorced",TRUE,"Republican","Oza","Lawyer"
27,"Michigan",19747.86,"Associate's Degree","Part Time","Married",TRUE,"Republican","Lilou","Farmer"
53,"Missouri",17866.16,"Some College, Less than 1 Year","Full Time","Married",FALSE,"Democrat","Voneda","Data Scientist"
64,"Ohio",38299.91,"9th Grade to 12th Grade, No Diploma","Student","Never Married",TRUE,"Republican","Areli","Construction"
76,"North Carolina",58617.46,"Associate's Degree","Part Time","Separated",FALSE,"Republican","Starlit","Teacher"
76,"Georgia",29534.43,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Lyllianna","Teacher"
49,"Texas",23072.76,"Master's Degree","Unemployed","Married",FALSE,"Republican","Fernand","Lawyer"
26,"Texas",56298.6,"Bachelor's Degree","Part Time","Divorced",FALSE,"Republican","Gladine","Farmer"
47,"Wisconsin",63736.89,"Regular High School Diploma","Full Time","Separated",TRUE,"Democrat","Qwanda","Farmer"
29,"Ohio",42087.48,"Regular High School Diploma","Retired","Separated",FALSE,"Republican","Kilo","Farmer"
30,"Pennsylvania",57808.92,"Some College, Less than 1 Year","Full Time","Married",FALSE,"Republican","Keyani","Data Scientist"
77,"West Virginia",16048.29,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",FALSE,"Democrat","Scooter","Lawyer"
72,"New Mexico",11973.68,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Philomine","Marketer"
73,"Michigan",29794.78,"GED or Alternative Credential","Unemployed","Divorced",FALSE,"Democrat","Kiara","Doctor"
67,"Florida",13578.69,"Nursery School to 8th Grade","Full Time","Married",FALSE,"Democrat","Bretney","Farmer"
19,"New York",57203.58,"Some College, 1 or More Years, No Degree","Student","Married",FALSE,"Republican","Ashdyn","Teacher"
73,"Illinois",42237.91,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Angiolina","Doctor"
34,"New York",22842.52,"Some College, Less than 1 Year","Full Time","Divorced",FALSE,"Republican","Kimmori","Farmer"
36,"Texas",48859.66,"Regular High School Diploma","Unemployed","Widowed",TRUE,"Democrat","Deri","Marketer"
35,"Utah",16323.98,"Nursery School to 8th Grade","Unemployed","Separated",FALSE,"Republican","Nanie","Construction"
57,"South Carolina",73434.91,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Smiya","Unemployed"
23,"Texas",41184.71,"Some College, 1 or More Years, No Degree","Full Time","Divorced",FALSE,"Republican","Aruthur","Doctor"
60,"Wisconsin",26587.37,"Bachelor's Degree","Full Time","Married",FALSE,"Democrat","Roque","Construction"
25,"California",49015.03,"Bachelor's Degree","Student","Never Married",FALSE,"Republican","Bill","Data Scientist"
39,"California",31120.44,"Associate's Degree","Unemployed","Separated",FALSE,"Democrat","Ansa","Teacher"
63,"Texas",36211.67,"Regular High School Diploma","Part Time","Widowed",FALSE,"Republican","Aubrianna","Unemployed"
31,"Indiana",53968.14,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Burnie","Construction"
60,"Texas",24126.46,"Some College, 1 or More Years, No Degree","Full Time","Divorced",TRUE,"Republican","Saikrishna","Doctor"
71,"Nevada",32225.14,"Bachelor's Degree","Full Time","Married",TRUE,"Democrat","Yussef","Farmer"
78,"South Carolina",20109.67,"Associate's Degree","Retired","Never Married",FALSE,"Republican","Doniya","Lawyer"
26,"Pennsylvania",95390.04,"Master's Degree","Full Time","Never Married",TRUE,"Republican","Markquan","Lawyer"
20,"Georgia",62481.24,"Regular High School Diploma","Retired","Never Married",TRUE,"Democrat","Gaelen","Unemployed"
48,"California",65327.99,"Regular High School Diploma","Part Time","Never Married",FALSE,"Republican","Svend","Data Scientist"
37,"Michigan",18864.25,"Bachelor's Degree","Unemployed","Divorced",FALSE,"Democrat","Alexei","Construction"
60,"Nevada",32126.69,"9th Grade to 12th Grade, No Diploma","Student","Divorced",FALSE,"Democrat","Cordell","Data Scientist"
55,"California",31053.99,"Associate's Degree","Full Time","Divorced",FALSE,"Democrat","Maidah","Farmer"
65,"North Carolina",49373.06,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Palak","Unemployed"
85,"Oregon",8446.73,"Bachelor's Degree","Full Time","Divorced",FALSE,"Democrat","Tadhg","Doctor"
69,"Hawaii",141763.55,"Regular High School Diploma","Full Time","Divorced",FALSE,"Republican","Janeira","Marketer"
18,"Alabama",76570.34,"No Schooling Completed","Student","Separated",FALSE,"Democrat","Zeyden","Teacher"
79,"South Carolina",52441.2,"Bachelor's Degree","Retired","Divorced",FALSE,"Democrat","Racquel","Farmer"
56,"Illinois",8470.83,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Jiovani","Lawyer"
85,"North Carolina",21266.69,"Bachelor's Degree","Full Time","Married",FALSE,"Democrat","Drusella","Teacher"
73,"Florida",46655.46,"9th Grade to 12th Grade, No Diploma","Student","Married",FALSE,"Republican","Shye","Farmer"
84,"Kentucky",18190.12,"GED or Alternative Credential","Full Time","Separated",FALSE,"Democrat","Mairi","Construction"
44,"Texas",156079.65,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Republican","Tansha","Lawyer"
81,"Arizona",32632.73,"Bachelor's Degree","Unemployed","Never Married",FALSE,"Democrat","Lynze","Farmer"
54,"West Virginia",55083.71,"Some College, 1 or More Years, No Degree","Part Time","Never Married",FALSE,"Democrat","Starkeisha","Teacher"
47,"Tennessee",29001.93,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Ahlyana","Unemployed"
76,"New Mexico",43517.94,"Master's Degree","Full Time","Married",FALSE,"Democrat","Shata","Construction"
89,"California",12430.82,"Regular High School Diploma","Student","Widowed",FALSE,"Democrat","Zebidiah","Lawyer"
55,"Texas",86345.96,"Some College, Less than 1 Year","Full Time","Separated",TRUE,"Republican","Pessy","Lawyer"
62,"Alabama",52245.61,"9th Grade to 12th Grade, No Diploma","Student","Married",FALSE,"Republican","Charlanda","Marketer"
76,"Kentucky",4645,"Regular High School Diploma","Unemployed","Married",FALSE,"Democrat","Chap","Unemployed"
32,"Virginia",30143.6,"Some College, Less than 1 Year","Retired","Married",FALSE,"Republican","Raiana","Farmer"
32,"California",21559.4,"Some College, 1 or More Years, No Degree","Full Time","Widowed",TRUE,"Democrat","Deotha","Construction"
70,"Indiana",8339.66,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Padmini","Teacher"
21,"New York",55444.54,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Democrat","Runell","Doctor"
35,"New Jersey",34841.46,"Associate's Degree","Unemployed","Separated",FALSE,"Republican","Sherry","Teacher"
62,"Oklahoma",73003.94,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",TRUE,"Democrat","Insley","Construction"
49,"Colorado",46328.85,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Jesusantonio","Lawyer"
38,"Florida",48599.42,"Regular High School Diploma","Full Time","Married",FALSE,"Democrat","Brieonna","Marketer"
49,"California",44095.25,"Associate's Degree","Full Time","Married",FALSE,"Republican","Morse","Farmer"
45,"Pennsylvania",39706.98,"Regular High School Diploma","Full Time","Married",FALSE,"Democrat","Oshanna","Lawyer"
34,"Michigan",55990.64,"Nursery School to 8th Grade","Retired","Never Married",FALSE,"Democrat","Neko","Lawyer"
77,"Illinois",1187.74,"Master's Degree","Retired","Widowed",FALSE,"Republican","Elexia","Lawyer"
86,"Texas",22765.29,"Associate's Degree","Unemployed","Married",FALSE,"Republican","Harroll","Teacher"
67,"California",39481.88,"Bachelor's Degree","Retired","Separated",TRUE,"Republican","Damber","Unemployed"
33,"Maryland",45447.38,"Some College, 1 or More Years, No Degree","Unemployed","Divorced",FALSE,"Republican","Neysa","Data Scientist"
51,"Illinois",69269.59,"Doctorate Degree","Retired","Never Married",FALSE,"Republican","Trinatee","Farmer"
21,"New Jersey",21588.16,"No Schooling Completed","Full Time","Divorced",FALSE,"Democrat","Emilyanne","Teacher"
30,"Arizona",73752.72,"Regular High School Diploma","Student","Married",FALSE,"Democrat","Efrat","Construction"
58,"Illinois",23567.88,"Regular High School Diploma","Unemployed","Widowed",TRUE,"Republican","Nylasia","Farmer"
82,"Missouri",39027.32,"Regular High School Diploma","Full Time","Separated",FALSE,"Republican","Hobart","Data Scientist"
22,"Virginia",53182.25,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Tirell","Lawyer"
65,"New Jersey",29338.98,"Some College, 1 or More Years, No Degree","Full Time","Widowed",FALSE,"Republican","Ajenae","Data Scientist"
18,"North Carolina",101341.07,"Nursery School to 8th Grade","Full Time","Divorced",FALSE,"Democrat","Kycia","Doctor"
73,"Oklahoma",44309.7,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Kamerra","Farmer"
88,"Louisiana",14616.65,"Regular High School Diploma","Unemployed","Divorced",TRUE,"Democrat","Quasim","Unemployed"
24,"Pennsylvania",30020.55,"Some College, Less than 1 Year","Full Time","Separated",FALSE,"Democrat","Katlynd","Farmer"
67,"Utah",53909.03,"Regular High School Diploma","Student","Married",FALSE,"Republican","Ryce","Farmer"
89,"New Hampshire",37805.73,"Nursery School to 8th Grade","Retired","Separated",FALSE,"Republican","Jarquise","Unemployed"
42,"Missouri",29173.17,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Jayanna","Data Scientist"
73,"California",36357.54,"Nursery School to 8th Grade","Retired","Never Married",FALSE,"Democrat","Audrae","Marketer"
34,"Virginia",114398.01,"Regular High School Diploma","Part Time","Divorced",FALSE,"Republican","Shailynne","Construction"
62,"California",4605.64,"Bachelor's Degree","Unemployed","Married",TRUE,"Democrat","Seburn","Doctor"
81,"Virginia",51448.97,"Bachelor's Degree","Full Time","Separated",TRUE,"Republican","Phebia","Construction"
53,"Kentucky",53244.15,"9th Grade to 12th Grade, No Diploma","Full Time","Widowed",FALSE,"Democrat","Delanta","Teacher"
58,"Iowa",10314.26,"Bachelor's Degree","Unemployed","Married",FALSE,"Democrat","Jaquayla","Teacher"
25,"North Dakota",42195.66,"GED or Alternative Credential","Unemployed","Widowed",FALSE,"Republican","Lemonica","Doctor"
64,"Indiana",17108.45,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Raashan","Doctor"
71,"Tennessee",40965.42,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Dartavious","Lawyer"
33,"Iowa",50539.35,"Associate's Degree","Full Time","Divorced",TRUE,"Republican","Athen","Doctor"
30,"California",19969.18,"Bachelor's Degree","Unemployed","Widowed",FALSE,"Republican","Camen","Lawyer"
41,"California",51877.25,"Nursery School to 8th Grade","Full Time","Widowed",FALSE,"Republican","Chesley","Marketer"
50,"Florida",33645.58,"Associate's Degree","Full Time","Married",FALSE,"Democrat","Trystan","Data Scientist"
75,"Indiana",9897.34,"Associate's Degree","Student","Never Married",TRUE,"Democrat","Darias","Data Scientist"
46,"California",7851.62,"9th Grade to 12th Grade, No Diploma","Part Time","Divorced",FALSE,"Republican","Joslynn","Farmer"
60,"New York",206235.51,"Professional School Degree","Full Time","Divorced",FALSE,"Democrat","Anneliz","Doctor"
23,"Pennsylvania",83233.7,"Regular High School Diploma","Retired","Divorced",TRUE,"Republican","Berek","Marketer"
84,"Florida",61795.55,"Master's Degree","Full Time","Separated",TRUE,"Democrat","Henrri","Farmer"
63,"Pennsylvania",49629.3,"Master's Degree","Full Time","Divorced",TRUE,"Republican","Naaz","Teacher"
53,"Massachusetts",23739.94,"Bachelor's Degree","Part Time","Widowed",FALSE,"Republican","Jenaka","Data Scientist"
63,"New Jersey",21434.86,"Nursery School to 8th Grade","Student","Never Married",FALSE,"Democrat","Noralba","Doctor"
87,"Texas",53299.88,"No Schooling Completed","Full Time","Separated",TRUE,"Democrat","Isamarie","Construction"
64,"Tennessee",50470.49,"Bachelor's Degree","Full Time","Separated",FALSE,"Republican","Aaliyahrose","Doctor"
33,"California",27116.1,"GED or Alternative Credential","Retired","Divorced",FALSE,"Democrat","Alverda","Teacher"
22,"Maryland",4548.53,"Regular High School Diploma","Part Time","Widowed",FALSE,"Democrat","Trudence","Data Scientist"
46,"California",120488.72,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Mont","Farmer"
84,"Georgia",32745.23,"9th Grade to 12th Grade, No Diploma","Full Time","Separated",FALSE,"Republican","Netta","Construction"
65,"Indiana",19284.52,"Regular High School Diploma","Retired","Never Married",FALSE,"Democrat","Aleese","Doctor"
76,"Maine",93590.01,"Regular High School Diploma","Part Time","Never Married",FALSE,"Democrat","Lajayceon","Farmer"
20,"Minnesota",16474.35,"Some College, 1 or More Years, No Degree","Unemployed","Widowed",FALSE,"Republican","Naryiah","Unemployed"
45,"California",18389.58,"Some College, Less than 1 Year","Retired","Never Married",FALSE,"Democrat","Tydarious","Marketer"
66,"Washington",72512.54,"Some College, 1 or More Years, No Degree","Student","Widowed",TRUE,"Republican","Veree","Construction"
39,"West Virginia",36390.01,"Nursery School to 8th Grade","Full Time","Married",FALSE,"Republican","Derotha","Lawyer"
46,"Pennsylvania",37507.95,"Regular High School Diploma","Full Time","Separated",FALSE,"Democrat","Shaquanah","Construction"
28,"Wisconsin",66003.39,"Master's Degree","Unemployed","Separated",FALSE,"Democrat","Keshonda","Doctor"
60,"Washington",41482.15,"9th Grade to 12th Grade, No Diploma","Retired","Widowed",FALSE,"Democrat","Skylia","Farmer"
56,"Florida",21535.64,"Master's Degree","Unemployed","Never Married",FALSE,"Constitution","Lenona","Unemployed"
56,"New Jersey",107188.7,"Regular High School Diploma","Full Time","Widowed",FALSE,"Republican","Mckynlie","Lawyer"
89,"Kansas",19146.26,"Regular High School Diploma","Retired","Separated",FALSE,"Democrat","Aamil","Construction"
27,"New York",39406.1,"Regular High School Diploma","Part Time","Widowed",TRUE,"Democrat","Pashance","Data Scientist"
21,"Nevada",8188.22,"9th Grade to 12th Grade, No Diploma","Full Time","Married",FALSE,"Democrat","Zanoviah","Teacher"
56,"Missouri",35578.86,"Bachelor's Degree","Full Time","Separated",FALSE,"Democrat","Andalynn","Unemployed"
50,"Tennessee",16457.95,"Professional School Degree","Full Time","Separated",FALSE,"Democrat","Shawday","Marketer"
37,"New York",1827.53,"Some College, Less than 1 Year","Retired","Separated",FALSE,"Democrat","Titus","Unemployed"
33,"Louisiana",50099.01,"Some College, 1 or More Years, No Degree","Full Time","Married",FALSE,"Republican","Kaon","Doctor"
59,"California",76707.28,"Master's Degree","Student","Divorced",FALSE,"Democrat","Charlann","Data Scientist"
27,"Florida",55922.35,"Some College, 1 or More Years, No Degree","Full Time","Never Married",FALSE,"Republican","Marvon","Lawyer"
81,"California",126831.6,"9th Grade to 12th Grade, No Diploma","Full Time","Divorced",FALSE,"Republican","Clairah","Lawyer"
47,"Texas",45559.09,"Regular High School Diploma","Full Time","Widowed",FALSE,"Democrat","Foster","Teacher"
64,"Maryland",57767.79,"9th Grade to 12th Grade, No Diploma","Full Time","Never Married",FALSE,"Democrat","Ryannah","Doctor"
25,"Colorado",117303.84,"GED or Alternative Credential","Full Time","Divorced",FALSE,"Republican","Ladonja","Teacher"
54,"Wisconsin",54447.15,"Some College, 1 or More Years, No Degree","Unemployed","Widowed",FALSE,"Democrat","Tallan","Construction"
37,"Florida",7902.64,"Bachelor's Degree","Full Time","Married",FALSE,"Republican","Kassaundra","Doctor"
85,"California",17288.58,"Some College, Less than 1 Year","Full Time","Never Married",FALSE,"Republican","Rahmeek","Farmer"
48,"New York",124337.7,"Regular High School Diploma","Full Time","Divorced",FALSE,"Democrat","Demarkio","Marketer"
59,"Texas",38385.58,"Regular High School Diploma","Retired","Separated",FALSE,"Democrat","Brooklan","Teacher"
19,"Tennessee",54875.25,"Bachelor's Degree","Full Time","Never Married",FALSE,"Republican","Teasia","Lawyer"
23,"Arkansas",28890.67,"Some College, Less than 1 Year","Unemployed","Never Married",FALSE,"Republican","Katalina","Doctor"
24,"California",19528.89,"9th Grade to 12th Grade, No Diploma","Full Time","Married",FALSE,"Democrat","Ranyiah","Farmer"
63,"Ohio",18444.9,"Nursery School to 8th Grade","Part Time","Divorced",FALSE,"Democrat","Nayelin","Doctor"
67,"Alaska",60294.33,"GED or Alternative Credential","Retired","Divorced",FALSE,"Republican","Xochilth","Data Scientist"
47,"Washington",66466.37,"Nursery School to 8th Grade","Part Time","Divorced",FALSE,"Republican","Abdulbari","Doctor"
37,"Florida",16690.22,"Bachelor's Degree","Full Time","Widowed",TRUE,"Democrat","Alexandrya","Doctor"
78,"Rhode Island",28277.73,"Associate's Degree","Unemployed","Married",FALSE,"Democrat","Neketa","Doctor"
42,"California",27269.03,"Associate's Degree","Retired","Married",FALSE,"Democrat","Trask","Unemployed"
72,"Illinois",64502.3,"Regular High School Diploma","Full Time","Never Married",FALSE,"Democrat","Rakita","Farmer"
59,"California",30699.66,"9th Grade to 12th Grade, No Diploma","Full Time","Widowed",TRUE,"Republican","Sallyjo","Data Scientist"
86,"California",35254.47,"Regular High School Diploma","Student","Separated",FALSE,"Democrat","Pagan","Teacher"
